Celltype1	Celltype2	Celltype3	Celltype4	Celltype5	Celltype6	Celltype7	Celltype8
SNORD116-14	XKR8	DEFB1	RNF113B	CST1	HIRA	LOC440563	TMEM121
C11orf96	LOC100133957	MFI2-AS1	RAB44	VSIG2	SPEN	MCCD1	OR51G1
ERF	TFAM	GPX6	LOC643486	PRAMEF18	ZNF625	SNORA42	OR5L2
FDFT1	MLXIP	INSL6	HTR1E	PRAMEF19	PCBP1-AS1	GPR50	CNTRL
OR2T27	WDSUB1	HOXB8	SLCO1B3	C11orf88	ATP8B5P	MIR1914	THRSP
LINC00266-1	ZNF630	LOC284998	OR6C65	IFNL4	AADACL3	CCL15	DCC
PLEC	DPY19L2P3	KLF15	TMX2-CTNND1	CEBPE	PHEX-AS1	URGCP-MRPS24	ART5
FAM222B	C15orf37	LOC100128505	KLKP1	CECR3	C7orf76	KCNAB2	SERTM1
GRIK3	OR4C13	PDGFB	MIR3140	ZNF420	MAP10	MIR4517	LINC00575
BTBD1	HBA2	CTNNA2	ATP2B2	4-Mar	HLTF-AS1	MIR1236	FCRL4
COL9A3	MAFG-AS1	CACNA1D	IL1RL2	SLC28A3	DNAJA1P5	KIF13A	PAN3-AS1
IDUA	MYO1D	HEPACAM2	DKFZP434K028	ROS1	CCDC153	FLJ34503	UGT2A3
ZNF776	PCDHGB4	CST4	POTEC	MACROD2-AS1	SNORA64	ANKRD61	FAM73B
RASL10B	SLC16A7	SPATA18	CBLN4	PAX4	HIST1H3E	SLC4A10	RALYL
SIRT2	CHPF	KLHL1	SLC22A8	LSAMP-AS3	C11orf45	HIC2	LOC100128264
ARHGAP8	OSBP	AXDND1	PPP1R1A	OR7D4	CRB1	LGALS13	LOC653160
LIN28B	PLEKHH3	DGKG	DUSP26	ABCG5	DPYS	PITX1	CARNS1
KAL1	RPAP3	NBPF4	IL17REL	C2orf66	C1QTNF7	DUSP11	SEPSECS
BBS12	SPON2	SLC45A1	MIR658	APBA1	LOC100131138	LOC643923	C19orf80
KRTAP5-11	GCA	MTF2	FBXW12	LHX8	CAPN14	LOC284801	POTED
PRKD1	EPHA3	ABHD12B	SPACA7	PHACTR3	USH1G	C15orf41	CAPN14
LAMA1	TSPAN7	CST1	C17orf99	CYP7A1	DRD5	GLYATL2	UBP1
FAM227B	GLB1L2	CDC42EP2	CCDC67	PLG	CDHR4	RNF128	AKAP17A
USP53	RAET1K	MATN4	CRISP1	SH3GLB2	PRSS12	BSN	TRIM55
LINC00339	PTHLH	SUGT1	MIR942	CFTR	STK35	OR1D2	C9orf152
GABRG1	PDE8A	SNAR-G1	PLCB3	NSL1	PCK1	UCN	ADCYAP1R1
ZFP64	KCNQ3	TCERG1L	OR8D2	LOC100128054	ELL3	LOC286367	MYO18B
SPG20OS	NKX2-5	IL2	SNORD34	ACOXL	PPAN-P2RY11	MAGEC3	CEP164
SLC22A5	PI3	GCNT3	SNORD116-22	TRIM33	ITIH4	GHRH	FRAS1
DDX11L9	GLDN	MRPS34	MIR4649	RNASE7	ZC3H4	HIGD2B	ROBO2
MST1P2	PRDM5	NAT8B	FBP2	OR8D1	SASS6	STRC	PLEKHA8P1
TSPAN7	FNDC4	GSTM1	TULP1	C18orf62	MAGEB18	CRYBB3	LOC728175
LAD1	ZNF221	CTAG1A	SLC17A7	INSL6	ZNF726	OR1L4	GSTM2P1
PIGK	SLC6A13	CTAG1B	POU3F1	WDR87	OR52K1	ZNF878	MAGEB16
FAM138E	UNC5B	IMPDH1	LOC100507384	LINC00575	SNORA25	KRT79	OR1K1
MAATS1	LOC100289650	CACNA1E	LOC100287632	OR8D4	ASB12	UMPS	ABCG2
C7orf57	PHB	VSIG2	APLN	ADAM20P1	ZNF213	C10orf107	ARFGEF1
DNAAF1	CXorf40A	SNORA72	PVRL3-AS1	SERTM1	FAM22A	GATSL1	NSUN6
SEMA3C	IRG1	MUS81	MYL7	NBEAP1	ZNF319	MIR631	TMEM110-MUSTN1
NME3	M1AP	ATP6AP1L	LOC643441	IFNA10	KLHL25	LOC400685	OR10C1
LTBP3	NPM2	TREML1	CNTN4-AS2	GPR111	TAS2R30	MIR93	RIMS1
NPHP4	BAGE2	PRSS27	BEND6	SHROOM3	PRH1	TTLL9	C14orf39
STXBP4	BAGE3	DCAF5	LOC200726	NTSR2	MIR3188	HIST1H2BO	MAPK9
HOXD-AS1	C2orf54	TRPA1	TAS1R1	DAB1	CRYGS	ECEL1P2	C9orf84
RBAK	LOC100270804	LOC400027	PRPS1L1	SLC4A11	FLJ44635	OR9I1	LOC100131434
MAP7D1	WNT1	ARHGAP8	TMEM30C	KIAA0319	BARX2	LSM11	FBXL17
PCDHGB1	CDKL2	SMC3	TDRD9	TECTA	ABCC12	GDEP	PIFO
DGCR2	CCNY	ICAM5	SPDYE4	TTTY7B	CHRFAM7A	C17orf112	ERC2
SMIM1	DNAJC27	HSD17B6	ZNF157	AQP2	KIAA1731	RGS21	CLDN3
CCNO	BCAR3	SUMO1	CLEC1B	ENO3	RPL13AP20	FOXG1	PLCL2
XAGE3	TGFBRAP1	TAS2R42	SPZ1	MROH9	NRF1	MIR548I1	LOC100132354
LOC100507577	FAM86JP	DYNC1LI2	PNLIPRP3	UGT2B4	TRPC4	MIR550B1	PAK7
NDNF	KRT18P55	WTIP	NXPH1	GRPR	SUMO4	MIR550A1	ABCA7
KCNG1	PRDM15	CYP4F3	PLSCR5	OR4C15	RP1L1	HDX	OR1D2
DNMT3B	C1orf109	RCN3	USP43	GALNT12	REREP3	PRAMEF9	OR4C12
TRIM48	CLDN10	LOC100507244	ROS1	OR8H1	LMO3	HTR2C	PHEX-AS1
TMEM245	YY2	C1GALT1C1	KLHL34	HHATL	SNORD63	SNORD21	LOC401177
OR2B3	LRRC1	QDPR	OR13F1	INPP5E	FAM66B	TAS2R20	ABHD16B
WDR72	SEZ6L2	TMPRSS2	RNF151	TMEM132C	OSTCP1	DMRTC2	PCK1
PLXNB3	BAHCC1	MEX3D	LOC100133123	LOC100506795	OR2B3	FSIP1	PRNT
DCC	CCDC176	DDX19B	MKX	OGDHL	DNA2	MIR644A	DOK6
KLHL11	RBAK	IL27	SNORA11D	HIST1H3C	CEP164	CYP20A1	IGFL2
CERS6	MYH14	DMRT2	FAM19A4	FNDC7	FRAT2	IGLON5	WNT10B
FP588	SKIDA1	DQX1	IRX2	SLC17A7	ZNF763	C20orf85	SCN4A
CYLC2	CCNJ	HAS2-AS1	TRIM6-TRIM34	TMPRSS12	FLJ13224	SCGB2B2	IFNA10
SLC9A5	WRAP53	AKR1C2	ISX	HFM1	MAB21L2	DMRT3	PRDM8
NAA35	NEDD8-MDP1	ADAM21	SLC6A1	PRRG3	FLJ35390	OR51E1	GRAMD1B
PGRMC2	GCC1	KCNS2	RNASE7	HAS2-AS1	C19orf71	SPPL2C	NPAS3
GAPDHS	KLF17	IGSF11-AS1	NRG2	TAF7L	C3orf43	LOC283332	GHSR
LOC150197	PYURF	SH3RF2	KCNK9	SNAR-G1	OR4C16	IGFL1	TRAF3
GAGE12E	PIGY	LOC642423	GUCY2EP	CPA3	LOC644649	SCGB2A2	VRTN
C21orf119	PKHD1	ACTL6A	BPIFA2	NALCN	8-Mar	MIR423	LOC100129055
NAALADL2	PDIA3P	PQLC1	OR7C2	RINL	PVRL4	EPN3	AACSP1
SPIRE1	CRIP2	MIR31HG	SRRM3	WDR96	BNC1	MIR590	GABRB3
TMEM117	COA3	HSPE1-MOB4	MIR4653	HNRNPA1P33	PLCH1	RAVER2	ZDHHC19
ABCB7	CHEK2P2	NRCAM	SMAD6	FOXD4L3	KCNJ14	FAM74A4	ZMAT4
DNAAF3	HKDC1	PALM2-AKAP2	OCSTAMP	PCDHB18	THEGL	CBX6	VN1R4
FHOD1	ROM1	LINC00235	KCNK4	HOXA11	LYPD3	MIR514A3	LOC100287534
TSPYL1	CCNJL	ZHX1-C8ORF76	C7orf34	PPP1R36	NOP9	MIR514A2	ZNF614
GSTO2	TBC1D7	EVI5L	LINC00086	AKR1B15	DOK6	CDKAL1	LOC100506795
USH1G	USP17L20	PCDHGB6	IL20RA	RACGAP1P	GOLGA6L9	MIR3165	C4orf21
LOC100128264	RARB	LOC375196	SLC17A3	CPB2	IGFL3	PGA5	STRN
PPFIA2	GRHL1	PPP1R3A	CD300LD	LOC100506810	ZNF658B	MBNL1-AS1	DCAF4L2
H3F3C	HUNK	ISM1	LINC00443	UBP1	GIPR	RAD23B	MAP6D1
FRG1	PROM1	PLEKHJ1	SERPINB4	LINC00261	CHKB-CPT1B	KCTD1	MIR1301
AMZ2	GRIP1	LOC255130	NEUROD6	BRD1	KIR2DL1	HMGN2P46	PNPLA7
ZNF443	ROPN1B	SCNN1A	ZP2	KIRREL3	GYLTL1B	WNT3	MAL2
HEXDC	C3orf65	CD160	DNAJB3	RGS9BP	LINC00161	FLJ40194	C1orf145
ALMS1	DDIT4L	ATP5O	ECEL1	LOC100506274	ACTC1	TMEM151A	PPP1R12A
C1orf53	IPW	AKT3	KLK9	OR7A17	INPP5E	MYADML2	OR52H1
GHSR	DCHS2	ACRV1	APOC4-APOC2	GUCA1A	SYT2	WNT9A	L3MBTL3
OR2M2	MEGF10	EFCAB11	HOXB8	DLX2	FGFBP3	CYP2F1	LONRF3
OR52J3	ACOT7	C3	MPPED1	AMY1B	OR4F5	SLC25A23	ZNF341
LOC255167	FLJ31813	CASP5	LOC101054525	OR5B2	STK4-AS1	ANKDD1B	SPAM1
CSAG2	GALNT3	PDZD4	C6orf7	GNAT1	TENM2	MYLK3	FAM66B
OR52B6	DPY19L1P1	TEAD4	LY6G6E	LINC00689	KLHL36	PAOX	PNMA3
GAGE12C	NDUFC2-KCTD14	ARL15	SNORD52	OR9G1	PPP1R21	PRH2	OR52I1
ASPRV1	ITGA9	NKX2-2	CIB3	OR9G9	LOC100507433	PLEKHD1	RPS16P5
IL31RA	ZIM3	SPTBN4	DCAF12L1	ARMS2	OR1L3	LOC349160	SNORA51
CECR6	TSHZ3	NFASC	SNAR-F	LINC00052	USP6	CWH43	ACTR3C
CSAG3	SUCNR1	RIMS3	SP6	GRIK1	PZP	PXDNL	OR1J2
ALG14	ARHGAP23	TCHHL1	KRTAP12-4	KCND2	ZNF776	C6orf15	CES1P1
SMIM10	SPCS1	GLCE	DKK4	PRY	OR10X1	DNASE1L2	OR4S1
XYLT2	PGLYRP1	PRPF39	KRTAP5-3	PRY2	LOC391322	SH2D5	OR9A2
SERTM1	FUT9	POMGNT1	PRAMEF12	ACSM4	AGAP7	RBPJL	TNK2
IFI27L1	ST7-OT4	COPRS	XKR7	CDK11B	SNORA27	COLQ	FAM184A
C6orf89	MLLT4	GPR162	TTTY6	MUC4	LINC00320	PHOSPHO2-KLHL23	OR7A17
AQP3	LRFN4	ADAM11	DRP2	FAM74A3	DNAAF1	GDF7	MKNK1-AS1
ZNF833P	PTN	MGC45800	SNORD16	CYP3A7-CYP3AP1	KRTAP4-7	CRYBA2	FBXW7
C2orf76	MRPL40	GTF3C6	CAMSAP3	AGO2	DUOXA1	NEU3	DLEC1
MAGEB18	STXBP5	BANF1	NXPH2	RHBDL1	SNORA24	CGB8	OR6Y1
SCRIB	NIN	TRIM71	BCL2L10	FLJ37505	GPR162	MIR1231	OR5W2
PTPLA	RAD9A	GFRA1	LHFPL3	OR1N1	LOC92249	LINC00521	DCAF13P3
ST7-AS2	ZNF225	TTC23L	XAGE5	VN1R4	TSSK6	SKOR1	SLC35G6
LOC254100	SAMD13	HEATR6	CHRNA4	IGFL4	HS6ST3	MASP1	SERPINA9
LOC554206	TLE2	SSC5D	DDN	OR4C16	SCN4B	LOC440461	LOC645949
ZNF598	GJA4	BRD8	ADAM7	LINC00487	HNRNPUL2	EPHX3	SYT16
OR13A1	PRDX6	NANS	AMN	OR10Z1	C3orf52	CCDC103	PPP2R2C
FAM138B	ZBTB37	SRRM5	OR6T1	CCNJL	PTTG2	SERAC1	FAM76B
SLC36A3	RSBN1L-AS1	HMX3	NEBL-AS1	PPEF1	LOC338651	HNRNPA1L2	LOC283761
C12orf56	OTUB2	RDH8	KRT37	CGN	MPND	PCP4L1	CCNE1
LOC642426	ATAD2	FAM103A1	NT5C1A	LOC255130	BBC3	TRIM10	GLS2
PRAMEF22	SMNDC1	IGFN1	TEX37	TMPRSS11D	SPDYE6	CADM1	GEN1
DKKL1	SELM	CDH15	HIST1H2BI	LINC00521	CSF3	KCNH4	PRDM5
ACTN2	MIF	USP43	C1orf194	OR10R2	LOC100506124	SCRG1	PANK2
NR1H4	SVOP	C7orf57	LINC00659	STXBP5-AS1	TNFRSF17	CLEC18C	ZNF776
HOXB7	GOLGA7B	SLC9A3	10-Mar	LOC100506172	LOC728392	FLJ27352	OR8H2
MTMR7	KCNJ15	PROKR2	ZAR1	CLVS1	FABP5P3	TCEAL2	SOX9
CYP39A1	PCDHGA2	C10orf2	ARHGEF25	FAM131B	PCDHGC4	KRT2	LOC100507424
TAF9B	DVL1	CACNA1C	EFCAB6-AS1	RAET1G	LOC286059	KRT19P2	OR10G8
MID1IP1	STK32C	CELA3B	COL6A6	PNMA6C	BPIFA1	NLRP4	PVRL4
POU3F2	ZSWIM3	SNRPD1	MIR614	PCDHGB6	SUPT20H	TBX6	CYP2C18
MAGIX	MATN2	MAP6	LEUTX	C3orf49	C2orf78	GCSAML-AS1	RASL10B
TTYH1	C4orf40	HBE1	PTH	C2orf70	SNORD75	LOC100128076	C20orf173
HOXC8	PCDHGC3	NLGN2	LCE1F	NUPR1L	IVL	FOXD2-AS1	SPATA31A6
PDXP	DNAJC28	GRPR	TNNT2	CTNNA2	STXBP5L	LINC00351	LOC730811
FAM27C	XIRP2	CDH24	SHBG	BPESC1	WNT10B	CHRM4	SPIN4
MYBPC1	PCDHB10	TBL2	AGAP7	LOXHD1	ZBTB18	OR5AU1	BEX2
SNAR-G1	FLJ36000	SYNJ2BP-COX16	PANX2	SPG20OS	CCNG2	SLC25A32	OR2A2
ERVMER34-1	RPL36AL	MT3	MGC34796	B3GALT5	NLRP13	FGF18	C3orf43
USP17L9P	RAD54L2	CWC22	C13orf45	CATSPER2P1	TRIM10	ZNF518B	PDZD7
ZNF623	BORA	EFTUD1P1	MIRLET7I	CABS1	LRRC37A6P	LINC00207	SDR42E1
POLR2J2	DPCR1	DPF1	CYMP	ANKUB1	RFPL4A	THRB-AS1	KIR2DL1
CDIPT	STS	PDE9A	CRLF1	C9	SLC22A16	CNTNAP5	DLGAP1-AS5
CCDC74B	ROBO4	LOC100506343	GRK4	CTXN2	LINC00254	CDY2A	ZFAND4
FAM92B	NOP56	PNMAL2	TTTY6B	PRDM5	TNRC6A	SCARNA15	RP1
RWDD2A	P4HA2	MRPL23	MIR211	MEGF11	ASXL3	CAMK2B	KERA
SLC9A2	ZBTB8B	RAP1A	MIR517C	GPR156	ZNF418	MYCBP2-AS1	CHST7
OPA1-AS1	ITFG3	GPR21	OR1C1	LINC00851	TDRD6	MIR5000	C19orf21
PLA2G5	CALD1	DEF8	IL36RN	SLITRK4	SPAG5-AS1	MIR4685	LINC00184
CLDN2	PRICKLE4	VEZT	SNORD38B	PRMT8	ATR	H2AFB2	CCDC66
HMGN5	AFG3L1P	RGS9BP	C8B	LOC100505624	OR4D11	SPRR2G	OR51B4
ZFR2	PRKG2	LOC100129520	NKX2-8	NPSR1	ZNF257	KCNK17	PATZ1
KLC4	IFI30	NEIL3	MRGPRX2	C17orf97	HAL	ZNF645	CAPN12
LINC00858	LOC81691	HNRNPUL2-BSCL2	OR14A16	LRRC7	ITGB1BP2	RTN2	CYP3A7-CYP3AP1
C5orf54	FAM53C	MINK1	TLX2	LOC340113	ADAM29	SCARF2	REG1P
TMEM106C	FAM95B1	ERCC6L2	OR5T2	TRIM43B	CCL24	VHLL	STK4-AS1
IFT122	SPHAR	ASIC1	OR9G4	MT3	TAF5	NAA30	LOC441461
KL	RAB15	BAGE2	CES1P2	LOC100288181	C1orf168	ABCA12	UPF3B
NARR	CUEDC1	BAGE3	GNRH2	MYH13	SLC35G6	STK31	PRDM11
HEATR8-TTC4	STK40	TXLNG	MIR548AI	LGR5	LOC100289561	MDFIC	MIR548C
PKD2	CCDC103	ORM1	SNORD37	TXNDC2	LOC100506895	C4orf6	PRAP1
GJA9-MYCBP	MPZ	WNT2B	C3orf80	DEFB118	LTB4R2	PLA2G2F	NAGPA-AS1
APITD1	ASB8	SYT5	UROC1	RNF113B	TMEM102	CYP11A1	PROKR2
SNORD46	C1QTNF2	OR52E8	LOC100506393	USP29	STRN	CADM2	FAM211B
ZHX2	LEPREL2	LDOC1	PPY2	KRTAP11-1	PSG6	SHOX	TCF24
IL12RB2	NAT8L	ST6GALNAC1	PDX1	LOC100506384	FRMPD2	ARHGEF35	CEND1
FOXS1	CDH1	C11orf87	MIR4762	HPR	OR4D10	C1orf64	LOC158434
SALL1	ZNF367	NUPR1L	HIPK4	ZNRF2P1	NPTX1	SOGA2	FAM71C
MYT1L	MT1E	LOC440356	LOC339568	MAPKAPK2	EPC2	MYO3A	PRTG
FOXD3	HOMER2	CCDC150	CIB4	PRPS1L1	NDP	PRAMEF21	AADACL3
PIH1D2	TNXB	TTC18	NTSR1	ELF3	C8orf34	SSX4	UQCRHL
C4orf6	MDK	LOC100288181	PRRT4	ZNF551	GRAMD1B	KIAA1804	LOC730183
GBA3	ABCC2	KCNJ18	MESP1	KLHL41	VSIG10L	TEKT3	MACROD2-AS1
MAN1B1	ITGA3	DNMT1	IL17F	LRRC66	SCN1A	MIR664	DCLK3
SLC4A4	LOC100289361	LINC00692	PSMB11	CACNA2D3-AS1	KCNAB1-AS1	MAP4K3	C17orf51
EPB41L4B	MAN1C1	FBXW11	HES7	CREG2	ZNF733P	ERCC6L	STYK1
LINC00473	LSG1	TSPY4	HS3ST4	OTOP1	RTKN2	WEE2	WTH3DI
TMEM225	THOC3	HIC1	DEFB125	SLFN14	SNORD26	LOC100505835	CCDC108
SCFD1	EPHA4	C6orf120	LBX1	C7orf69	MEG9	GMNC	EFCAB1
NS3BP	SEC16B	NHLH1	PCSK9	NPHP3-ACAD11	ZDHHC21	SNTG2	LOC221122
FAM120C	C8orf44	STXBP2	CXorf61	ZNF804B	GPR173	ADAL	RAET1K
CMTM2	LOC284385	HOXB-AS3	CRYGA	MROH6	DLEC1	MIR4265	PLCH1
LOC401134	CCDC57	TMEM220-AS1	SOHLH1	SBSN	ANKRD18B	EP400	PAQR6
GTF2A1L	GRIN2B	SFTPC	MIR524	SLC5A1	AGBL2	SSX8	CCDC54
THRSP	PLXNA2	MFSD9	TPRX1	AMPH	VPS13A-AS1	ANKRD66	SNORD89
FAHD2A	MIB2	LOC100505875	OR52A1	CYP27B1	CDRT4	LOC100499194	HTR3D
GRIN2A	H1FX	VBP1	WFDC13	TTC23L	CORIN	PWRN2	VWA7
DSPP	LINC00668	SUN3	FOLH1B	NRGN	FAM193B	FSD2	SERPINB11
LOC100131060	LOC100128164	SEMA6C	FAM110D	OR6C2	CLDN2	KLF14	HHLA1
MSX2	IGSF3	ZNF775	TMEM132D	TEX28	DCAF13P3	LINC00597	PYDC1
PDE1C	LINC00174	SH3RF3	INA	SCN7A	UNQ6975	FAM24B-CUZD1	SGCZ
TCTEX1D2	PLCXD3	PCDHGA4	MIR7-3HG	OR2T6	C16orf52	FUT5	ATP5J2-PTCD1
SLC44A1	STAM2	INTS4L2	PRKCG	RMI2	PAQR6	SAMSN1-AS1	TTC22
LINC00351	KIAA1045	SYN1	KRTAP10-1	LOC100132354	ZNF705D	C8orf12	IL19
ZNF98	H19	CCDC86	KCNK16	SMLR1	C1orf145	TMPRSS11E	MECP2
SWI5	BEND2	MRPL48	IRX5	LOC727924	ZNF575	MIR593	TMEM102
PAPPA2	CAMP	ARHGEF33	ASB17	DNAAF3	LOC100507462	CDY2B	OR10G4
TSR2	PMM1	OCM	ARHGEF3-AS1	CCDC154	OPN5	AADACL2	LOC100131726
RIT2	DTYMK	KLHDC4	TMEM200C	MC5R	RNF5	MIR765	MOBP
ZNF684	SLPI	C9orf96	DEFB4B	RIMBP2	OR2T29	GPR158-AS1	OR13G1
CRIPT	E2F8	HAP1	KRTAP2-4	C15orf55	ACCSL	SNORD58A	ZNF224
CASP12	IDH1-AS1	RPRM	LOC401980	RTN4RL2	MIR548C	KCNA7	ACTC1
SNORA26	GYG2	C11orf45	KRT75	LOC400680	LOC100505545	MIR548H2	NBPF7
SLC23A2	LYRM9	OR2L1P	TSPEAR	TBX5	LOC100287534	CNIH2	LPPR5
ZC3H14	AQR	TRIT1	LOC100289656	UBQLN3	CCDC9	DEAF1	AGAP8
LOC285819	ECSIT	LINC00264	FEZF1-AS1	AQPEP	OR2L8	RORA	LOC100132781
PMP2	LOC729683	LINC00565	MIR3607	FJX1	NEURL4	LOC100129345	UGT2B10
ZMAT4	FOXO3B	RUSC1-AS1	SCGB1A1	TCTE1	PISRT1	FLJ26850	VPS13A-AS1
HHIP	B3GALT1	C19orf81	DNAH5	KCNJ16	MYBPC3	SNAR-A6	IRS1
ZNF676	SVEP1	PLEKHO2	GPR20	LINC00837	TTPA	SENP3-EIF4A1	DNAJA1P5
FAM129B	LOC283143	GPR143	LOC154872	ZSCAN31	BEX5	LRTOMT	ZNF319
TRMT13	KRT23	GNG10	SMR3B	ZNF766	GPR158-AS1	FAM171A2	ACSBG2
CANT1	RYR2	CCNA2	SAMD12-AS1	CXorf23	GP5	SOSTDC1	OR52L1
NDN	GLIS3	IDO2	EFCAB9	LOC1720	LINC00854	CXorf28	SNORD32A
ZNF432	OR4F4	GPR61	PRR25	DNAJB13	SCAMP5	ITGA2	BRPF1
MYO5B	GFRA3	TOPAZ1	APOH	TMEM220-AS1	KNG1	C11orf53	DEFB136
IFT140	ZNF407	PITX2	WT1-AS	DCDC1	IRS1	HOXB4	ZNF600
CGB2	HEYL	DPY30	LOC100271702	PRSS35	SOLH	LOC147093	RFESD
PTAR1	CLEC14A	SMAD6	GPX5	HBG1	LOC256021	KLK4	LINC00320
SLC2A13	BACE2	FMR1	TMEM63C	LCTL	MEGF11	GNN	TRPC1
GSTM2	OR4F17	TSPEAR	OCM2	TCF24	C4orf21	MIR146A	FAM83G
FGFRL1	GPC3	C4orf47	LCE3C	OR52H1	DSG1	MIR523	TCL6
TOM1L1	PCGF3	C2orf72	C4orf51	KCNJ6	CYLC2	LOC100132831	LOC644649
EAPP	ATF1	EXOC7	ZBTB7C	LOC400620	LOC727982	DEFB115	INPP5E
PLP2	A4GALT	ZNF146	B4GALNT2	GSTM2P1	GLUD1P3	ZNF735	HOOK1
GRIA1	RHOBTB1	PPAPDC2	LINC00284	OR1E1	ERO1LB	CDC25C	FAM22A
FJX1	GOLGA8T	HNRNPU	HSFY1	LOC650368	NEURL	C6orf58	OVGP1
PC	CREBZF	FAM149A	SPATA4	PROSER2	CRHBP	DSCR6	LOC100131138
PLGLA	ARMC7	HRG	SPRR2C	PRR21	C5AR2	LRFN5	GPR173
FBXL2	KRTCAP2	FAM66A	NTN3	BEX5	ANO2	DYNLRB2	SENP1
FAM160A2	C1orf52	FAM20C	C16orf55	ZNF682	NPHP3-ACAD11	AUNIP	OR4C16
FAM86DP	TCF7L1	GLOD4	LOC100506713	OVOL1	LOC152742	POU3F1	OPCML
NME5	CRTAC1	BHLHB9	MIR663B	UNC13C	CACNA2D3-AS1	ZNF556	OR10G9
SNORD81	ATRNL1	CCDC151	KRT20	PPP1R3G	BTBD9	KRT26	ZCCHC12
FBXO36	ROPN1	KLF4	ACE2	LPPR1	PPYR1	GGTLC2	IVL
PSG5	TGFB3	TMEM233	GREB1L	PCGEM1	WDR72	NGB	CLCA2
GLT25D2	OR52N1	AKAP4	CXorf66	ALX3	OR5F1	CCDC85A	ALPK2
CRYBB2	PIAS2	PYGO1	DBX1	CLEC2L	ZCCHC12	CYB561D1	TENM2
ZNF648	GDPD5	SNORA77	CSDC2	DPY19L2P4	ZNF236	PACRGL	LOC100652768
RPTOR	TMEM80	PTCHD2	UGT1A5	CCDC110	SLC26A1	ZNF33BP1	C2orf78
ZNF689	ANKRD18B	MAGED4	MIR877	OR6C68	SFTPD	GTF3C4	ZNF705D
FKBP1B	SCGB1D2	TGOLN2	KCNMB2-IT1	MGC34796	TFR2	FAM71F2	LINC00336
CECR7	DPY19L2	SLC30A2	SMCR9	LOC392196	GOLGA6C	KRT31	ZNF639
ARHGAP32	PEX1	SYCP1	MIR4751	OR52N2	TAF4B	TRIM42	ZNF675
ZMPSTE24	RBP5	HPN	TMEM145	TNNI3	TAS2R31	MIR943	ACTR3BP2
JRKL	DAD1	TACSTD2	KRTAP19-5	NARR	IL12B	NRIP2	SNORA48
DPY19L2P1	MAP3K19	LINC00856	FAM228A	FAM22A	RNF217	LOC646168	BFSP2
USP36	PPIP5K2	LOC100129316	CAPSL	STOML3	SCN4A	LOC284688	ASH1L-AS1
FBXL8	KAT6A	PGF	LCE3E	LOC440040	OR10K1	HMGB4	HSF5
TPSAB1	SCML2	LOC285084	TXNRD3NB	AGBL4	LINC00701	SNORD82	CDRT4
TANC1	TSNARE1	NLRP7	CTXN1	IDS	ACTR3BP2	MIR1279	LOC285692
NLGN3	CLEC6A	RNASE3	PCDHB1	NAGS	KIR3DL3	SOX1	IFNW1
FAM110C	SOX10	KCNH1	ANKRD34C	AJAP1	E2F8	DHDH	SOLH
HTT-AS1	TBC1D13	GYPA	CLDN17	TRHR	LOC653501	C1orf100	CASQ2
CSAG1	LOC100144602	DUSP5P1	LINC00457	GC	TRIM49	TEN1-CDK3	OSTCP1
POPDC3	LEPREL1	TRIM64	DEFB113	FLJ33534	OR2A5	PRB4	SIRT4
HARBI1	HRCT1	OR2Z1	TNFSF18	ZNF225	REPS1	FAM186B	ATP8B5P
CLEC2L	C1orf233	C19orf25	AQP10	OR1S1	PROKR2	OR8K3	ZBTB14
PHF13	SH3PXD2A	MAP1LC3B2	NDFIP2-AS1	OR10Q1	LOC283194	WDR16	MDN1
LOC646278	BRWD1	TGFA	GDF3	FAM83E	TBC1D30	SDHAP2	WHSC1L1
NCR3LG1	QPCTL	NALCN	LY6D	CDRT7	SETD2	LINC00696	KRTAP12-3
HSPA12A	SERTAD4	AVEN	MIR7-2	TAS2R13	STYK1	MIR3136	HIST1H1B
NFKB1	UBN1	C22orf31	MRGPRG-AS1	OR2M3	OR4D2	SEMA3F	TRIM10
SLC20A2	FAM135B	MBL2	SLC22A7	CCDC13	PLN	SPATA13-AS1	LOC728407
LOC100270746	TMEM132A	LINC00704	MIR1245B	PPP2R2C	LOC100507424	KRTAP5-11	RP1L1
DYNC2H1	PLS3	FLJ27352	DAW1	CASC2	SFXN5	LRRC24	LOC286059
UBE2H	PHKA2-AS1	DNAH11	MAGI1-AS1	OR5H15	TOP1P2	CCDC96	DPYS
ACTC1	ENDOD1	WDR67	MIR3658	SOCS2-AS1	PLG	RHO	F8A1
THAP7	ISY1	TMEM80	HAPLN4	ABCC6P2	LOC100128361	ZNF705B	ABCC12
GBAP1	ZNF205	VPS29	SMEK1	APCDD1L-AS1	CYP2G1P	CENPA	LOC338651
TEPP	LOC645212	GRAMD1B	DIAPH3-AS2	LCT	CADM4	LINC00616	DNAH12
LINC00689	SLC35B3	FGG	MIR384	RNFT2	TMC4	TUBA4B	TRPC4
NAV3	OGN	C1orf213	RNY4	UGT1A10	ABCC6	LOC200772	PPP1R2P3
LOC100130015	PPEF2	DMP1	C7orf71	EMX2	TAS2R13	FLJ30403	LOC90499
SNAPC5	NKX3-1	LINC00526	LOC338963	DUOXA1	GRIN2A	ANP32C	MORN3
SERTAD4	DET1	RAPGEF4-AS1	LINC00705	SCN8A	LINC00707	APOC3	LOC643355
